Disease	N	Case/Control Ratio	r^2	P threshold	EffectSize	Power
CVD	252216	2.984958605	0.0275	0.01	0.308639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.309639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.310639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.311639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.312639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.313639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.314639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.315639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.316639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.317639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.318639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.319639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.320639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.321639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.322639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.323639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.324639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.325639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.326639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.327639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.328639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.329639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.330639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.331639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.332639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.333639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.334639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.335639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.336639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.337639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.338639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.339639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.340639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.341639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.342639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.343639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.344639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.345639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.346639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.347639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.348639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.349639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.350639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.351639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.352639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.353639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.354639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.355639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.356639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.357639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.358639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.359639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.360639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.361639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.362639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.363639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.364639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.365639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.366639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.367639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.368639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.369639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.370639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.371639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.372639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.373639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.374639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.375639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.376639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.377639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.378639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.379639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.380639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.381639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.382639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.383639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.384639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.385639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.386639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.387639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.388639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.389639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.390639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.391639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.392639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.393639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.394639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.395639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.396639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.397639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.398639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.399639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.400639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.401639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.402639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.403639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.404639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.405639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.406639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.407639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.408639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.409639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.410639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.411639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.412639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.413639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.414639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.415639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.416639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.417639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.418639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.419639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.420639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.421639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.422639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.423639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.424639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.425639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.426639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.427639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.428639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.429639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.430639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.431639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.432639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.433639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.434639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.435639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.436639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.437639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.438639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.439639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.440639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.441639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.442639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.443639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.444639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.445639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.446639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.447639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.448639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.449639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.450639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.451639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.452639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.453639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.454639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.455639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.456639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.457639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.458639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.459639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.460639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.461639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.462639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.463639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.464639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.465639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.466639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.467639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.468639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.469639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.470639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.471639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.472639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.473639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.474639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.475639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.476639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.477639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.478639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.479639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.480639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.481639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.482639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.483639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.484639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.485639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.486639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.487639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.488639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.489639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.490639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.491639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.492639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.493639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.494639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.495639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.496639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.497639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.498639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.499639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.500639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.501639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.502639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.503639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.504639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.505639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.506639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.507639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.508639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.509639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.510639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.511639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.512639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.513639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.514639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.515639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.516639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.517639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.518639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.519639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.520639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.521639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.522639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.523639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.524639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.525639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.526639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.527639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.528639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.529639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.530639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.531639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.532639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.533639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.534639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.535639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.536639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.537639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.538639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.539639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.540639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.541639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.542639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.543639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.544639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.545639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.546639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.547639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.548639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.549639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.550639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.551639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.552639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.553639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.554639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.555639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.556639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.557639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.558639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.559639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.560639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.561639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.562639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.563639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.564639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.565639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.566639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.567639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.568639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.569639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.570639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.571639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.572639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.573639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.574639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.575639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.576639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.577639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.578639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.579639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.580639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.581639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.582639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.583639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.584639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.585639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.586639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.587639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.588639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.589639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.590639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.591639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.592639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.593639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.594639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.595639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.596639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.597639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.598639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.599639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.600639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.601639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.602639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.603639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.604639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.605639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.606639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.607639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.608639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.609639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.610639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.611639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.612639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.613639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.614639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.615639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.616639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.617639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.618639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.619639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.620639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.621639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.622639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.623639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.624639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.625639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.626639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.627639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.628639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.629639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.630639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.631639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.632639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.633639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.634639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.635639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.636639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.637639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.638639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.639639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.640639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.641639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.642639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.643639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.644639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.645639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.646639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.647639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.648639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.649639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.650639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.651639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.652639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.653639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.654639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.655639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.656639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.657639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.658639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.659639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.660639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.661639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.662639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.663639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.664639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.665639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.666639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.667639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.668639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.669639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.670639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.671639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.672639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.673639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.674639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.675639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.676639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.677639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.678639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.679639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.680639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.681639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.682639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.683639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.684639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.685639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.686639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.687639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.688639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.689639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.690639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.691639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.692639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.693639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.694639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.695639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.696639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.697639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.698639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.699639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.700639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.701639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.702639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.703639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.704639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.705639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.706639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.707639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.708639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.709639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.710639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.711639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.712639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.713639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.714639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.715639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.716639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.717639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.718639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.719639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.720639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.721639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.722639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.723639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.724639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.725639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.726639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.727639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.728639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.729639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.730639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.731639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.732639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.733639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.734639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.735639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.736639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.737639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.738639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.739639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.740639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.741639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.742639484342174	1
CVD	252216	2.984958605	0.0275	0.01	0.743639484342174	1
